正在提取 2026-04-01...
  找到 47 条消息
正在提取 2026-04-02...
  找到 96 条消息
正在提取 2026-04-03...
  找到 119 条消息
正在提取 2026-04-04...
  找到 131 条消息
正在提取 2026-04-05...
  找到 64 条消息
正在提取 2026-04-06...
  找到 106 条消息
正在提取 2026-04-07...
  找到 35 条消息
正在提取 2026-04-08...
  找到 49 条消息
正在提取 2026-04-09...
  找到 122 条消息
正在提取 2026-04-10...
  找到 122 条消息
正在提取 2026-04-11...
  找到 2 条消息
正在提取 2026-04-12...
  找到 10 条消息
正在提取 2026-04-13...
  找到 50 条消息
正在提取 2026-04-14...
  找到 26 条消息
正在提取 2026-04-15...
  找到 50 条消息
正在提取 2026-04-16...
  找到 26 条消息
正在提取 2026-04-17...
  找到 30 条消息
正在提取 2026-04-18...
正在提取 2026-04-19...
  找到 3 条消息
正在提取 2026-04-20...
  找到 36 条消息
正在提取 2026-04-21...
  找到 47 条消息
正在提取 2026-04-22...
  找到 66 条消息
正在提取 2026-04-23...
  找到 70 条消息
正在提取 2026-04-24...
  找到 33 条消息
正在提取 2026-04-25...
  找到 49 条消息
正在提取 2026-04-26...
  找到 23 条消息
正在提取 2026-04-27...
  找到 18 条消息

总共找到 1430 条消息

# 与 💞最爱嘟七 (wxid_s6n393ouvgx121) 的4月份聊天记录

时间范围: 2026-04-01 至 2026-04-27
[2026-04-06 17:02] 我: 狗发情了
[2026-04-06 17:02] 我: 怪不得叫一天
[2026-04-06 17:02] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: https://findera4.video.qq.com/251/20302/stodownload?encfilekey=OT2U0aOQ4m7sDicrYNgToOpnd35QSCc7iafYnnZeHaM5tI0xWaDa10DZdR50gwJ2mrhcHAOGyCWLP4Lp9KpW9H9ib4qZZfeb1UH6PA1ynZ8lTluTwXwJKaC4A4GX4rVC9ibUJ8AXc25dp0I&ad_echo=1&hy=SH&idx=1&fad=1
[2026-04-06 17:02] 我: 上次还说来的
[2026-04-06 17:10] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiapxMcF81ZBm8pNCNdYyo7EOswiaz7w9iciaLbBhPj2aibibbz9CXD2x2G5FK0IkOB1cZb6eLmWEicdAg5CTficAk8yvGKxqKOhibcJuLgshU5FSDa6ZFA&hy=SZ&idx=1&m=1c6b7af9610b3fba86128d0bd036939c&uzid=7a260
[2026-04-06 17:10] 我: 你到家了吗
[2026-04-06 17:10] 我: 这么多流量
[2026-04-06 17:10] 我: 五分钟
[2026-04-06 17:12] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFGwiaGjDhjmibD7uPVckHuqJN8VLZn5nHYArAMSaqFtrUgia0oCtpZwTCn3z57hvDn1MHtTgqTRjHmJnr78ibdxStJApjjZF3w0TeCiaPbDwibTCW2A&hy=SH&idx=1&m=872a33e481d9e52f4c18c2035cb18176&uzid=7a1fc
[2026-04-06 17:13] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=oibeqyX228riaCwo9STVsGLPj9UYCicgttvBpRavxcia84TuTGjibaBia5NoYKh8ibCvVF461T9wBawgYHjtloQoK1OGibtHeyBNWJBn21769zIzGz0VGJrQeR9ciaaKlGf8uX1qPzZ5jt8jibcCE&hy=SH&idx=1&m=cb4647543ebb2166b26516e2de728291&uzid=7a15c
[2026-04-06 17:14] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDMOfu0icLdQZib0d6aLHXTg5YuicYGvMmw99pTW3diaTIrL59zC6zQ4Y9Tv24z1Y8FxG4iaiaOldWm4qRRwUgBqg9xMQ&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-06 17:14] 我: 我在静音车厢
[2026-04-06 17:14] 我: 没带耳机
[2026-04-06 17:14] 我: 回来再看
[2026-04-06 17:18] 我: ？
[2026-04-06 17:18] 我: 这不能忍
[2026-04-06 17:19] 我: 不是开喂食器了吗怎么还这样
[2026-04-06 17:19] 我: 不过我确实把量减了一下
[2026-04-06 17:19] 我: 120g改成100g了
[2026-04-06 17:21] 我: 粮好像都被猪吃了
[2026-04-06 17:21] 我: 咋回事
[2026-04-06 17:22] 我: kin害怕猪的？
[2026-04-06 17:22] 我: 因为每次出的粮少了，前面吃的那只可能就吃完了
[2026-04-06 18:25] 我: 那你想他打他
[2026-04-06 18:51] 我: 等待泡面中
[2026-04-06 18:53] 我: 现在才到南沙
[2026-04-06 18:53] 我: 还有四个多小时才到
[2026-04-06 18:53] 💞最爱嘟七: [链接] 长沙南
[2026-04-06 18:54] 我: 我探测到监控不对劲
[2026-04-06 20:10] 我: 坐我旁边的男的一直抖腿 无语了
[2026-04-06 20:10] 我: 还会跺脚
[2026-04-06 20:23] 我: 太漫长了
[2026-04-06 20:23] 我: 太好了那个人好像要下车了
[2026-04-06 20:42] 我: 网不好呢
[2026-04-06 20:42] 我: 好的
[2026-04-06 20:43] 我: 哎呀又是一位大叔
[2026-04-06 20:43] 我: 为什么12306不能女生匹配女生
[2026-04-06 20:44] 我: 我服了旁边换了三个人都是男的
[2026-04-06 20:44] 我: 把手搭在中间把手
[2026-04-06 20:44] 我: 双腿膝盖打开到占用旁边人的位置
[2026-04-06 20:45] 我: 抖腿抖的把手和座椅都在晃
[2026-04-06 20:45] 我: 而且还穿了那种摩擦会出声音的裤子
[2026-04-06 20:45] 我: 希望这位叔叔素质好些
[2026-04-06 21:20] 我: 肚子饿吗
[2026-04-06 21:21] 我: 不饿
[2026-04-06 21:37] 我: 这是一位短视频外放+大声讲电话的叔
[2026-04-06 21:57] 我: 我想我还是要吃点东西的
[2026-04-06 21:57] 我: 我下车之后点外卖吧
[2026-04-06 22:34] 我: 他们要打到11点半
[2026-04-06 22:34] 我: 可以不来接你吗
[2026-04-06 22:34] 我: [吃瓜]
[2026-04-06 22:35] 我: 我没让你来接我
[2026-04-06 22:35] 我: 你也没说你要来接我
[2026-04-06 22:35] 我: [吃瓜]说得好像原本会来接我一样
[2026-04-06 22:39] 我: 原来是有打算的
[2026-04-06 23:29] 我: 你们啥时候打完
[2026-04-06 23:29] 我: 二十分钟后有人去地铁口接我吗
[2026-04-06 23:37] 我: ⊂_ヽ
     ＼＼
         ＼( ͡° ͜ʖ ͡°)
              >    ⌒ヽ
            /      へ＼
         /        /    ＼＼
         ﾚ    ノ         ヽ_つ
        /    /
     /    /|
    (    (ヽ
    |    |、＼
    | 丿 ＼ ⌒)
    | |        ) /
ノ )        Lﾉ
(_／
[2026-04-06 23:40] 我: 哎呀
[2026-04-06 23:41] 我: 刚才没看
[2026-04-06 23:41] 我: 最后一圈了
[2026-04-06 23:41] 我: 你到哪了
[2026-04-06 23:41] 我: 文三路
[2026-04-06 23:41] 我: 那我自己回吧
[2026-04-06 23:41] 我: 打车吧
[2026-04-06 23:41] 我: 太晚了
[2026-04-06 23:51] 我: 已结束行程
[2026-04-06 23:54] 我: 外卖点晚了
[2026-04-07 00:07] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDjEibOs39URyib9TvGN9r4jbsOydiayXZGbhzydIVWJhicbQ6ZAO0AIGZX8NOBiaOtknfjNSluqC7cZeNnEdgOtN1wv&hy=SH&idx=1&m=&uzid=7a170
[2026-04-07 09:06] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFFNzxoZLP2sFeEYPLiaqCVxyWTAfpvPJNVIiblJ8UXmsicgnic3GE4dEu6ItVWrKdXeO62qvKOfvbzyLI8BGIIxvAd6vlkaZjFH2DTw8Nw49V3IKA&hy=SH&idx=1&m=d5fbb8a6fca03afa493cc9bd3fc38702&uzid=7a15c
[2026-04-07 09:10] 灵溪隧道车神: [链接] 刀盾
[2026-04-07 09:10] 灵溪隧道车神: [链接] 收到
[2026-04-07 09:12] 灵溪隧道车神: [链接] 这个是怎么保存的
[2026-04-07 09:12] 我: 也不冷
[2026-04-07 09:12] 我: 我穿了两条裤子
[2026-04-07 09:36] 我: 下周五千岛湖outing
[2026-04-07 09:39] 我: 这个茶？
[2026-04-07 09:40] 我: 水壶里面加点热水
[2026-04-07 09:40] 我: 厨房有一个外卖盒，可以装鸡蛋跟双粿
[2026-04-07 09:40] 我: 还有今天的苹果
[2026-04-07 09:41] 我: 我拿了个饭盒装了
[2026-04-07 09:42] 我: 目前还吃不了苹果
[2026-04-07 09:46] 我: 好的
[2026-04-07 09:46] 💞最爱嘟七: [链接] 我在小红书复制出来的
[2026-04-07 09:49] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBQYCW4ZITdB7FJBRBGhicib4FdZ3SQ4wu4S7ZGunY2WxwPiagw2AjmEsRSqq9lAhRopU5p5v8C8uXHp9DzNzxqeBX&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1fc
[2026-04-07 09:51] 💞最爱嘟七: [链接] ？
[2026-04-07 09:56] 我: 记得请假噢
[2026-04-07 09:56] 我: 下周再请
[2026-04-07 12:15] 我: 怎么了
[2026-04-07 12:45] 我: 怎么了怎么了
[2026-04-07 12:45] 我: 都没人找我的
[2026-04-07 13:08] 我: 我看你就是太空了
[2026-04-07 13:08] 我: 这个不算
[2026-04-07 14:04] 我: 猫爪咖啡
[2026-04-07 14:04] 我: 这是啥
[2026-04-07 14:05] 我: 冰葡
[2026-04-07 14:05] 我: 还是喝的太早了
[2026-04-07 14:05] 我: 现在还是有点冷的
[2026-04-07 16:08] 💞最爱嘟七: [链接] 邪恶大汤姆
  URL: https://www.xiaohongshu.com/discovery/item/69d092b10000000021005e17?app_platform=ios&app_version=9.24&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBzkf-Ahg3PPFAl-sZsGksqBS9rTnMmfWfA9FBbbVyegs=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1775549295&share_id=1c6cd67cd8034927841c5a836f7d0599
[2026-04-07 16:12] 我: 我发现 喝冷咖啡拉粑粑没有喝热咖啡的顺畅
[2026-04-07 16:17] 我: 喝冷的不是直接就蹿稀了吗
[2026-04-07 16:17] 灵溪隧道车神: [链接] 已下单，谢谢推荐
[2026-04-07 19:12] 我: 吃太撑了
[2026-04-08 08:30] 我: 中午有内购，我大概11点的时候去。你看看你要什么衣服，然后到时候打视频给你
[2026-04-08 08:31] 我: hao
[2026-04-08 09:00] 💞最爱嘟七: [语音 10秒]
[2026-04-08 09:04] 我: 什么麻烦
[2026-04-08 09:04] 我: 一起听了
[2026-04-08 09:05] 我: 你回去收拾一下垃圾就知道了
[2026-04-08 09:05] 我: 赶时间我最后没收到
[2026-04-08 09:05] 我: 我可以不知道吗
[2026-04-08 09:05] 我: 不可以
[2026-04-08 09:06] 我: 这次垃圾你来倒
[2026-04-08 09:06] 我: 人要经历了才会长记性
[2026-04-08 10:03] 我: 这个词这么直白吗
[2026-04-08 10:49] 我: 我爸用这个表情包莫名喜感
[2026-04-08 10:49] 我: 你岳父挺想跟亲家出游的
[2026-04-08 10:49] 我: 我还没说
[2026-04-08 10:49] 我: 你问问你爸妈呗
[2026-04-08 10:50] 我: 今晚说
[2026-04-08 11:13] 💞最爱嘟七: [链接] 刘小排r的文字分享
  URL: https://mp.weixin.qq.com/s?scene=1&__biz=MzI1MTUxNzgxMA==&mid=2247501649&idx=1&sn=e4b755e1e66f3e240c136064e1b1722f&sharer_shareinfo_first=d7b3dd5ada2d3b864c99230d17021762&sharer_shareinfo=d7b3dd5ada2d3b864c99230d17021762#wechat_redirect
[2026-04-08 11:35] 我: 又被抓去开会
[2026-04-08 11:35] 我: 先把自己日程约了
[2026-04-08 11:35] 我: 我都是能不去的业务就不去
[2026-04-08 12:33] 我: 开到现在
[2026-04-08 13:09] 我: 吃点
[2026-04-08 16:04] 我: 工作的烦躁之情熊熊燃烧
[2026-04-08 16:04] 我: 喝水
[2026-04-08 16:04] 我: 深呼吸
[2026-04-08 16:04] 我: 提肛
[2026-04-08 16:04] 我: 努力让自己平静中
[2026-04-08 16:04] 我: 晒太阳
[2026-04-08 16:04] 我: 好tm烦一个个的
[2026-04-08 16:04] 我: 催命鬼
[2026-04-08 21:25] 我: 还不回家吗
[2026-04-08 21:33] 我: 垃圾工作
[2026-04-08 21:33] 我: 神他妈烦死了
[2026-04-08 21:39] 我: 还没做完吗
[2026-04-08 21:40] 我: 没
[2026-04-08 22:02] 我: 回来喝汤
[2026-04-08 22:06] 我: 你说哪里有洗衣服的
[2026-04-08 22:06] 我: 我还是黑金
[2026-04-08 22:06] 我: 京东
[2026-04-08 22:07] 我: 哇哦
[2026-04-08 22:07] 我: 为什么
[2026-04-08 22:08] 我: 我买菜
[2026-04-08 22:08] 我: 京东在哪
[2026-04-08 22:08] 我: plus
[2026-04-08 22:09] 我: 生活服务包
[2026-04-08 22:10] 我: 美团五件69
[2026-04-08 22:11] 我: 那这个用积分免费耶
[2026-04-08 22:12] 我: 你也有几分对吧
[2026-04-09 07:59] 💞最爱嘟七: [链接] export.mp4
[2026-04-09 09:13] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDkWCVIRASkHUHYp7ib54OpEEK4Izh5eCAofRe6O52keQiaZb39OBbbqlHJrCiaicaFiaGwMLm8vR70WgoQgfOxbsEHu&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210
[2026-04-09 09:43] 我: 出门香水用一用
[2026-04-09 09:43] 我: 不然又要发霉了
[2026-04-09 09:53] 我: 怪不得你最近出门都喷
[2026-04-09 10:52] 灵溪隧道车神: [链接] Hello Kitty × 喜茶｜用芭乐特调一杯春天
  URL: https://mp.weixin.qq.com/s?__biz=Mzg5MDAyNTAwNQ==&mid=2247622749&idx=1&sn=96745f2228ee6a9ef5e57fa16f157d51&chksm=cec844086d40631553af2198ef88ce98a07f3e4bfe07f834c1acbbd953c4c1ea6d6fcf737e88&mpshare=1&scene=1&srcid=04092HXsUdd0w7OBj3UdrWvq&sharer_shareinfo=4bcf2bb0d0ac72747356d8d6d74885c1&sharer_shareinfo_first=be15f51c8de88b174e41e3e57ef7eeca#rd
[2026-04-09 11:05] 我: 那个小钱包挺好看 别的一般
[2026-04-09 11:05] 我: 昨天公仔都已经售罄了
[2026-04-09 12:35] 我: no
[2026-04-09 12:45] 我: 裤子好像还可以
[2026-04-09 12:45] 我: 哪个裤子
[2026-04-09 12:45] 我: 灰色的
[2026-04-09 13:04] 我: 还没出发
[2026-04-09 13:06] 我: 我也困
[2026-04-09 13:06] 我: 前天练的背
[2026-04-09 13:06] 我: 今天才开始酸的不行
[2026-04-09 13:09] 我: 这个是教练给你加的？
[2026-04-09 13:09] 我: 啥
[2026-04-09 13:09] 我: 这个就是我今天的上课内容
[2026-04-09 13:32] 我: 我知道
[2026-04-09 13:32] 我: 谁统计的这个内容
[2026-04-09 13:32] 我: 他总不能是视频识别然后自动生成的
[2026-04-09 13:40] 我: 他输入进去
[2026-04-09 13:41] 我: 干上去
[2026-04-09 13:44] 我: 唯物满载而归
[2026-04-09 13:44] 我: 这个你在家里不是有吗
[2026-04-09 13:52] 我: 这个是牛啤
[2026-04-09 13:52] 我: 家里的是牛杯
[2026-04-09 14:19] 我: 好害怕
[2026-04-09 14:24] 我: 爬了吗
[2026-04-09 14:24] 我: 你们几点结束
[2026-04-09 14:25] 我: 爬完了
[2026-04-09 14:26] 我: 好累哦
[2026-04-09 14:31] 我: 是怎么下来的
[2026-04-09 14:31] 我: 好玩吗
[2026-04-09 14:32] 我: 放手就下来了
[2026-04-09 14:32] 我: 第一次下来会有点害怕
[2026-04-09 14:33] 我: 酱紫
[2026-04-09 14:35] 我: 你爬上去了吗
[2026-04-09 14:35] 我: 是不是还分难度
[2026-04-09 14:38] 我: 怕了
[2026-04-09 14:38] 我: 爬了
[2026-04-09 14:38] 我: 每个人都要
[2026-04-09 14:38] 我: 我们就只爬这个最简单的
[2026-04-09 14:40] 我: 加分赛爬这个浅蓝色动物头
[2026-04-09 14:40] 我: 好难哦
[2026-04-09 14:42] 我: 唯物来了
[2026-04-09 14:43] 我: 来哪
[2026-04-09 14:45] 我: 超难
[2026-04-09 15:50] 我: 搞得头痛
[2026-04-09 15:52] 我: 搞什么
[2026-04-09 15:52] 我: OB CLAUDIAN
[2026-04-09 17:07] 我: 你们今晚打吗
[2026-04-09 17:07] 我: 不大
[2026-04-09 17:07] 我: ó
[2026-04-09 17:07] 我: 不像你们的风格
[2026-04-09 17:08] 我: 难得唯物可以早下班
[2026-04-09 17:08] 我: 我还想着跟他车回来
[2026-04-09 17:08] 我: 那可以
[2026-04-09 17:09] 我: 你跟他说
[2026-04-09 17:09] 我: 满足你
[2026-04-09 17:10] 我: 明晚不打的是吧
[2026-04-09 17:10] 我: 那他们明晚要打
[2026-04-09 17:10] 我: 我可以不打
[2026-04-09 17:10] 我: 我没答应他
[2026-04-09 17:10] 我: 那你可以不在家吗
[2026-04-09 17:10] 我: 怎么不能
[2026-04-09 17:10] 我: 但我们也没地看电影呀
[2026-04-09 17:10] 我: 我是说别让他们来了
[2026-04-09 17:12] 我: 周末两天下雨
[2026-04-09 17:12] 我: 安心学习
[2026-04-09 17:13] 我: 不是要去浩龙那吗？
[2026-04-09 17:13] 我: 下雨就不折腾咯
[2026-04-09 17:15] 我: 那明晚看电影吗
[2026-04-09 17:15] 我: 我要去拒绝他
[2026-04-09 17:15] 我: 你们今晚明晚挑一天呗
[2026-04-09 17:15] 我: 我们明晚要去吃饭的喔
[2026-04-09 17:16] 我: 你不想去的话不去也行 看你
[2026-04-09 17:16] 我: 明晚定了是吗
[2026-04-09 17:16] 我: 生日宴
[2026-04-09 17:16] 我: 是
[2026-04-09 17:16] 我: 你不出席也行
[2026-04-09 17:16] 我: 我跟她们去
[2026-04-09 17:18] 我: TRAE更像CODEX了
[2026-04-09 17:19] 我: 往好的借鉴
[2026-04-09 17:23] 我: 需要内测
[2026-04-09 17:43] 我: 准备看衣服
[2026-04-09 17:50] 💞最爱嘟七: [链接] 这条很熟悉
[2026-04-09 17:50] 我: 要不要
[2026-04-09 17:50] 我: 白色也有
[2026-04-09 17:50] 我: 我是不是有灰色那条啊
[2026-04-09 17:54] 我: 看看这个裤子
[2026-04-09 17:54] 我: 这个花不知道会不会老气
[2026-04-09 17:54] 我: 有一点点
[2026-04-09 17:55] 我: 好的
[2026-04-09 18:02] 我: 给你买了盲盒
[2026-04-09 18:57] 我: so你们打吗
[2026-04-09 18:57] 我: 不打
[2026-04-09 18:57] 我: 回家
[2026-04-09 18:57] 我: 不打
[2026-04-09 18:57] 我: 我要去健身
[2026-04-09 18:58] 我: 你要去盒马吗
[2026-04-09 18:58] 我: 你现在在哪
[2026-04-09 18:58] 我: 公司
[2026-04-09 18:58] 我: 我要加一会班
[2026-04-09 19:00] 我: 不去了，外面好像下大雨了
[2026-04-09 19:00] 我: 我能不能打到车都不一定
[2026-04-09 19:00] 我: 多久下雨
[2026-04-09 19:00] 我: 那你回家了吗
[2026-04-09 19:00] 我: 下雨我回家了
[2026-04-09 19:01] 我: 现在在下暴雨了已经
[2026-04-09 19:01] 我: 回家回家
[2026-04-09 19:10] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaoAsiaPibOmhktF6WHJ5s7ycRQTIRU58Sw0H6EmskTLdE38720nEJe9M6WaxabmThrkWNY2bfzaJsuNFDzdtNCicEQf1LGS1S7bL5zC5lDzVwjpw&hy=SZ&idx=1&m=e6ffc01c2d8226fb5184bfb395c1a734&uzid=7a1ca
[2026-04-09 19:11] 我: 加班
[2026-04-09 19:11] 我: 先去吃饭
[2026-04-09 19:12] 我: 饿死了
[2026-04-09 19:12] 我: ？
[2026-04-09 19:14] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFF6afbgToekhQQClhODq0gW5R8MAFtibalLGAN1iaDZp5xiagKIudAGZY4NEUsdlYYOE3cWuicpKxRpXUZOib9nBTtWb0ErnbdiaGaiaPJwshibHLubIw&hy=SH&idx=1&m=e379052741682983d99a073286192567&uzid=7a210
[2026-04-09 19:36] 我: 请看摄像头
[2026-04-09 20:08] 我: 家里还有999吗
[2026-04-09 20:09] 我: 有
[2026-04-09 20:09] 我: 又凉到了
[2026-04-10 08:46] 我: https://sbti.unun.dev
[2026-04-10 09:23] 我: 早安，马喽、尤物、多情者、僧人、草者、孤儿、自我攻击者、狗屎人、装死者、拿捏者、伪人、无所谓人、傻乐者、哦不人、贫穷者、感恩者、废物、酒鬼、领导者、行者、握草人、思考者、送钱者、死者、小丑们……
[2026-04-10 09:24] 我: 下的是哪个？
[2026-04-10 09:24] 我: ide还是solo
[2026-04-10 09:26] 我: 第一个
[2026-04-10 09:26] 我: 第二个现在内测
[2026-04-10 09:26] 我: 你用不了
[2026-04-10 09:31] 我: 好像能直接下载
[2026-04-10 09:32] 我: 能下载
[2026-04-10 09:33] 我: 但是本地打开要内测码
[2026-04-10 09:33] 我: 昨天刚试过的
[2026-04-10 09:37] 我: 哦哦
[2026-04-10 09:42] 我: 四个会
[2026-04-10 09:42] 我: 还得插空做需求
[2026-04-10 09:42] 我: 我也是
[2026-04-10 09:42] 我: 我下午准备开会交白卷了
[2026-04-10 09:46] 我: trae有邀请积分之类的东西吗？
[2026-04-10 09:47] 我: 有的话你可以邀请我
[2026-04-10 09:47] 我: 无
[2026-04-10 09:47] 我: 哦
[2026-04-10 11:13] 我: https://www.trae.cn/solo-code-activity?user_id=1101066383928425&username=%25E7%2594%25A8%25E6%2588%25B733700727352
[2026-04-10 13:16] 我: 你昨晚怎么睡那么早
[2026-04-10 13:32] 我: 监督我
[2026-04-10 13:33] 我: 一个月最多一次德州
[2026-04-10 13:33] 我: 唯物怎么还不理智
[2026-04-10 13:33] 我: 离职
[2026-04-10 14:01] 我: 好的
[2026-04-10 14:01] 我: 昨晚输不少？
[2026-04-10 14:01] 我: 明天去健身吗
[2026-04-10 14:01] 我: 好
[2026-04-10 14:08] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDeyjWwjYocSHD6ibp7KM5AbOznqiaVaOgkXSrBibI3g9fovImuFia67GUiaH3HNGTXuMibCO6yo5MGGhwicPFicCr5ydHh&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-10 14:17] 💞最爱嘟七: [链接] 山夏间·酸汤牛肉火锅(杭州首店)
  URL: https://m.dianping.com/shopinfo/k1F4ihBZSaZ5J3Qh?msource=Appshare2021&utm_source=shop_share&shoptype=10&shopcategoryid=110&cityid=3&isoversea=0&shareid=5r6RtzdMwn_1775801834
[2026-04-10 14:22] 我: 不想去
[2026-04-10 14:22] 我: 那你又现在才说😓
[2026-04-10 14:22] 我: 哦哦，好像是答应你了
[2026-04-10 14:22] 我: 那去吧
[2026-04-10 14:22] 我: 答应了很多次了好吗
[2026-04-10 14:22] 我: 都不止一次
[2026-04-10 14:22] 我: 不是啊，你们是过生日
[2026-04-10 14:23] 我: 又不是我
[2026-04-10 14:24] 我: 几点，哪里集合
[2026-04-10 14:24] 我: 那我跟你说了很多次了呀
[2026-04-10 14:24] 我: 你自己也问过
[2026-04-10 14:26] 我: 我只是有印象，你这两天跟我说，我不去也行
[2026-04-10 14:27] 我: 我以为你是因为又想周五打德州
[2026-04-10 14:28] 我: 那你以后想这样的话给我点时间消化行不行
[2026-04-10 14:28] 我: 别周五下午了才说
[2026-04-10 14:29] 我: 就像不要都要出门了才说不想起床
[2026-04-10 14:30] 我: 这个点你都说出口了不想去 谁还有心情，你去人家也心里不是滋味呀
[2026-04-10 14:31] 我: 我要你去岂不是又成了我道德绑架你
[2026-04-10 14:31] 我: 爱去不去
[2026-04-10 14:41] 我: 你别去了。别带回我被迫晚下班一会堵车堵一会又要看臭脸
[2026-04-10 14:42] 我: 现在一这样历史种种就让人烧心，应激了
[2026-04-10 14:43] 我: 周五想好好出去吃顿饭就是这么难的
[2026-04-10 14:49] 我: 我在跟你商量，我也解释了我为啥会有这个印象
[2026-04-10 14:49] 我: 你要吵就吵吧
[2026-04-10 15:01] 我: 我要吵就吵？你总这样
[2026-04-10 15:01] 我: 总是给人期待的事情上蒙上一层灰
[2026-04-10 15:02] 我: 你说打德州以后我们多久没有周五一块去找好吃的店聚餐了
[2026-04-10 15:05] 我: 我昨天已经小心谨慎避免强你所难一样 特地很明确地给机会你说去或不去了
[2026-04-10 15:05] 我: 那难道以后没明确回应的事情都要我默认当成不去吗
[2026-04-10 15:07] 我: 那这件事情在这周内已经说了好几次了，从最初开始你说给个理由你不打德州开始，谁会觉得你不去？你给我明确信号了吗
[2026-04-10 15:07] 我: 我现在是说我不去了吗
[2026-04-10 15:07] 我: 有完没完
[2026-04-10 15:07] 我: 那你没给我信号，当你说出来你不想去之前我肯定都在期待你会去啊
[2026-04-10 15:07] 我: 我口腔溃疡问一句是不是都不行
[2026-04-10 15:07] 我: 那我错
[2026-04-10 15:07] 我: OK
[2026-04-10 15:08] 我: 我说给你点清淡的
[2026-04-10 15:08] 我: 别在这微信轰炸我
[2026-04-10 15:08] 我: 你这边直接给我发三个字不想去
[2026-04-10 15:08] 我: 又说我轰炸你
[2026-04-10 15:09] 我: 那我心情老被你弄坏还不让表达了和解释了，那我以后不说话了行了不
[2026-04-10 15:11] 我: 我说这么多是希望表达能让对方理解和共情
[2026-04-10 15:12] 我: 你要这么烦，那你明确告诉我，那我就目标慢慢努力把你变成我一丁点都不care的人，那也可以
[2026-04-10 15:12] 我: 神经
[2026-04-10 15:12] 我: 我说过，别在微信文字发泄
[2026-04-10 15:12] 我: 看得我回你也不是
[2026-04-10 15:12] 我: 不回也不是
[2026-04-10 15:12] 我: 你也从来没听进去吧
[2026-04-10 15:12] 我: 你说完你是爽了
[2026-04-10 15:13] 我: 我是在表达我的伤心 我没有无理由发泄
[2026-04-10 15:13] 我: 我又没说不让你表达
[2026-04-10 16:08] 我: 那我能有荣幸参与你们的生日宴吗
[2026-04-10 16:14] 我: 有的
[2026-04-10 16:15] 我: 但我刚刚被主管批评我交白卷了
